CIE9;LITERAL9
7485;AGENESIA, HIPOPLASIA Y DISPLASIA DEL PULMON CONGENITAS
7486;OTRAS ANOMALIAS CONGENITAS DEL PULMON
7486;OTRAS ANOMALIAS CONGENITAS DEL PULMON
7486;OTRAS ANOMALIAS CONGENITAS DEL PULMON
7486;OTRAS ANOMALIAS CONGENITAS DEL PULMON
7486;OTRAS ANOMALIAS CONGENITAS DEL PULMON
7486;OTRAS ANOMALIAS CONGENITAS DEL PULMON
7488;OTRAS ANOMALIAS CONGE. ESPECIFICADAS DEL APARATO RESPIRATORIO
7488;OTRAS ANOMALIAS CONGE. ESPECIFICADAS DEL APARATO RESPIRATORIO
7488;OTRAS ANOMALIAS CONGE. ESPECIFICADAS DEL APARATO RESPIRATORIO
7489;ANOMALIA CONGE. NO ESPECIFICADA DEL APARATO RESPIRATORIO
7489;ANOMALIA CONGE. NO ESPECIFICADA DEL APARATO RESPIRATORIO
7490;FISURA DEL PALADAR CONGENITA
7490;FISURA DEL PALADAR CONGENITA
7490;FISURA DEL PALADAR CONGENITA
7490;FISURA DEL PALADAR CONGENITA
7490;FISURA DEL PALADAR CONGENITA
7490;FISURA DEL PALADAR CONGENITA
7490;FISURA DEL PALADAR CONGENITA
7490;FISURA DEL PALADAR CONGENITA
7490;FISURA DEL PALADAR CONGENITA
7490;FISURA DEL PALADAR CONGENITA
7491;LABIO LEPORINO CONGENITO
7491;LABIO LEPORINO CONGENITO
7491;LABIO LEPORINO CONGENITO
7492;FISURA DEL PALADAR CON LABIO LEPORINO CONGENITO
7492;FISURA DEL PALADAR CON LABIO LEPORINO CONGENITO
7492;FISURA DEL PALADAR CON LABIO LEPORINO CONGENITO
7492;FISURA DEL PALADAR CON LABIO LEPORINO CONGENITO
7492;FISURA DEL PALADAR CON LABIO LEPORINO CONGENITO
7492;FISURA DEL PALADAR CON LABIO LEPORINO CONGENITO
7492;FISURA DEL PALADAR CON LABIO LEPORINO CONGENITO
7492;FISURA DEL PALADAR CON LABIO LEPORINO CONGENITO
7500;ANQUILOGLOSIA CONGENITA
7501;OTRAS ANOMALIAS CONGENITAS DE LA LENGUA
7501;OTRAS ANOMALIAS CONGENITAS DE LA LENGUA
7502;OTRAS ANOMALIAS ESPECIFICADAS CONGE. DE LA BOCA Y DE LA FARIN
7502;OTRAS ANOMALIAS ESPECIFICADAS CONGE. DE LA BOCA Y DE LA FARIN
7502;OTRAS ANOMALIAS ESPECIFICADAS CONGE. DE LA BOCA Y DE LA FARIN
7502;OTRAS ANOMALIAS ESPECIFICADAS CONGE. DE LA BOCA Y DE LA FARIN
7502;OTRAS ANOMALIAS ESPECIFICADAS CONGE. DE LA BOCA Y DE LA FARIN
7502;OTRAS ANOMALIAS ESPECIFICADAS CONGE. DE LA BOCA Y DE LA FARIN
7503;FISTULA TRAQUEOESOFAGICA, ATRESIA Y ESTENOSIS ESOFA.CONGENITA
7503;FISTULA TRAQUEOESOFAGICA, ATRESIA Y ESTENOSIS ESOFA.CONGENITA
7503;FISTULA TRAQUEOESOFAGICA, ATRESIA Y ESTENOSIS ESOFA.CONGENITA
7503;FISTULA TRAQUEOESOFAGICA, ATRESIA Y ESTENOSIS ESOFA.CONGENITA
7503;FISTULA TRAQUEOESOFAGICA, ATRESIA Y ESTENOSIS ESOFA.CONGENITA
7503;FISTULA TRAQUEOESOFAGICA, ATRESIA Y ESTENOSIS ESOFA.CONGENITA
7504;OTRAS ANOMALIAS CONGENITAS ESPECIFICADAS DEL ESOFAGO
7504;OTRAS ANOMALIAS CONGENITAS ESPECIFICADAS DEL ESOFAGO
7504;OTRAS ANOMALIAS CONGENITAS ESPECIFICADAS DEL ESOFAGO
7504;OTRAS ANOMALIAS CONGENITAS ESPECIFICADAS DEL ESOFAGO
7505;ESTENOSIS PILORICA HIPERTROFICA CONGENITA
7506;HERNIA HIATAL CONGENITA
7507;OTRAS ANOMALIAS  CONGENITAS ESPECIFICADAS DEL ESTOMAGO
7508;OTRAS ANOMALIAS CONGE. ESPEC. DE LA PARTE SUP. DEL AP. DIGEST
7508;OTRAS ANOMALIAS CONGE. ESPEC. DE LA PARTE SUP. DEL AP. DIGEST
7509;ANOMALIA CONGE. N.E. DE LA PARTE SUPERIOR DEL APARATO DIGESTI
7509;ANOMALIA CONGE. N.E. DE LA PARTE SUPERIOR DEL APARATO DIGESTI
7509;ANOMALIA CONGE. N.E. DE LA PARTE SUPERIOR DEL APARATO DIGESTI
7509;ANOMALIA CONGE. N.E. DE LA PARTE SUPERIOR DEL APARATO DIGESTI
7509;ANOMALIA CONGE. N.E. DE LA PARTE SUPERIOR DEL APARATO DIGESTI
7509;ANOMALIA CONGE. N.E. DE LA PARTE SUPERIOR DEL APARATO DIGESTI
7509;ANOMALIA CONGE. N.E. DE LA PARTE SUPERIOR DEL APARATO DIGESTI
7509;ANOMALIA CONGE. N.E. DE LA PARTE SUPERIOR DEL APARATO DIGESTI
7509;ANOMALIA CONGE. N.E. DE LA PARTE SUPERIOR DEL APARATO DIGESTI
7510;DIVERTICULO DE MECKEL CONGENITO
7511;ATRESIA Y ESTENOSIS DEL INTESTINO DELGADO CONGENITAS
7511;ATRESIA Y ESTENOSIS DEL INTESTINO DELGADO CONGENITAS
7511;ATRESIA Y ESTENOSIS DEL INTESTINO DELGADO CONGENITAS
7511;ATRESIA Y ESTENOSIS DEL INTESTINO DELGADO CONGENITAS
7511;ATRESIA Y ESTENOSIS DEL INTESTINO DELGADO CONGENITAS
7512;ATRESIA Y ESTENOSIS DEL INTESTINO GRUESO, RECTO Y ANO CONGE.
7512;ATRESIA Y ESTENOSIS DEL INTESTINO GRUESO, RECTO Y ANO CONGE.
7512;ATRESIA Y ESTENOSIS DEL INTESTINO GRUESO, RECTO Y ANO CONGE.
7512;ATRESIA Y ESTENOSIS DEL INTESTINO GRUESO, RECTO Y ANO CONGE.
7512;ATRESIA Y ESTENOSIS DEL INTESTINO GRUESO, RECTO Y ANO CONGE.
7512;ATRESIA Y ESTENOSIS DEL INTESTINO GRUESO, RECTO Y ANO CONGE.
7513;ENF DE HIRSCHSPRUNG Y OTROS TRAST CONG. FUNCIONALES DE COLON
7513;ENF DE HIRSCHSPRUNG Y OTROS TRAST CONG. FUNCIONALES DE COLON
7513;ENF DE HIRSCHSPRUNG Y OTROS TRAST CONG. FUNCIONALES DE COLON
7514;ANOMALIAS CONGENITAS DE LA FIJACION DEL INTESTINO
7515;OTRAS ANOMALIAS CONGENITAS DEL INTESTINO
7515;OTRAS ANOMALIAS CONGENITAS DEL INTESTINO
7515;OTRAS ANOMALIAS CONGENITAS DEL INTESTINO
7515;OTRAS ANOMALIAS CONGENITAS DEL INTESTINO
7515;OTRAS ANOMALIAS CONGENITAS DEL INTESTINO
7515;OTRAS ANOMALIAS CONGENITAS DEL INTESTINO
7515;OTRAS ANOMALIAS CONGENITAS DEL INTESTINO
7516;ANOMALIAS CONG. DEL HIGADO,DE LA VESICULA Y DE LOS COND BILIA
7516;ANOMALIAS CONG. DEL HIGADO,DE LA VESICULA Y DE LOS COND BILIA
7516;ANOMALIAS CONG. DEL HIGADO,DE LA VESICULA Y DE LOS COND BILIA
7516;ANOMALIAS CONG. DEL HIGADO,DE LA VESICULA Y DE LOS COND BILIA
7516;ANOMALIAS CONG. DEL HIGADO,DE LA VESICULA Y DE LOS COND BILIA
7516;ANOMALIAS CONG. DEL HIGADO,DE LA VESICULA Y DE LOS COND BILIA
7516;ANOMALIAS CONG. DEL HIGADO,DE LA VESICULA Y DE LOS COND BILIA
7516;ANOMALIAS CONG. DEL HIGADO,DE LA VESICULA Y DE LOS COND BILIA
7517;ANOMALIAS CONGENTIAS DEL PANCREAS
7517;ANOMALIAS CONGENTIAS DEL PANCREAS
7517;ANOMALIAS CONGENTIAS DEL PANCREAS
7517;ANOMALIAS CONGENTIAS DEL PANCREAS
7518;OTRAS ANOMALIAS CONGE. ESPECIFICADAS DEL APARATO DIGESTIVO
7519;ANOMALIA CONGENITA NO ESPECIFICADA DEL APARATO DIGESTIVO
7520;ANOMALIAS CONGENITA DE LOS OVARIOS
7520;ANOMALIAS CONGENITA DE LOS OVARIOS
7520;ANOMALIAS CONGENITA DE LOS OVARIOS
7520;ANOMALIAS CONGENITA DE LOS OVARIOS
7521;ANOMALIAS CONGE. DE LA TROMPA DE FALOPIO Y DEL LIGAMENTO ANCH
7521;ANOMALIAS CONGE. DE LA TROMPA DE FALOPIO Y DEL LIGAMENTO ANCH
7521;ANOMALIAS CONGE. DE LA TROMPA DE FALOPIO Y DEL LIGAMENTO ANCH
7522;DUPLICACION DEL UTERO CONGENITO
7522;DUPLICACION DEL UTERO CONGENITO
7522;DUPLICACION DEL UTERO CONGENITO
7523;OTRAS ANOMALIAS CONGENITAS DEL UTERO
7523;OTRAS ANOMALIAS CONGENITAS DEL UTERO
7523;OTRAS ANOMALIAS CONGENITAS DEL UTERO
7523;OTRAS ANOMALIAS CONGENITAS DEL UTERO
7523;OTRAS ANOMALIAS CONGENITAS DEL UTERO
7523;OTRAS ANOMALIAS CONGENITAS DEL UTERO
7523;OTRAS ANOMALIAS CONGENITAS DEL UTERO
7524;ANOMALIAS CONGE.DEL CUELLO DEL UTERO,VAGINA Y GENITALES EXT.
7524;ANOMALIAS CONGE.DEL CUELLO DEL UTERO,VAGINA Y GENITALES EXT.
7524;ANOMALIAS CONGE.DEL CUELLO DEL UTERO,VAGINA Y GENITALES EXT.
7524;ANOMALIAS CONGE.DEL CUELLO DEL UTERO,VAGINA Y GENITALES EXT.
7524;ANOMALIAS CONGE.DEL CUELLO DEL UTERO,VAGINA Y GENITALES EXT.
7524;ANOMALIAS CONGE.DEL CUELLO DEL UTERO,VAGINA Y GENITALES EXT.
7524;ANOMALIAS CONGE.DEL CUELLO DEL UTERO,VAGINA Y GENITALES EXT.
7524;ANOMALIAS CONGE.DEL CUELLO DEL UTERO,VAGINA Y GENITALES EXT.
7524;ANOMALIAS CONGE.DEL CUELLO DEL UTERO,VAGINA Y GENITALES EXT.
7524;ANOMALIAS CONGE.DEL CUELLO DEL UTERO,VAGINA Y GENITALES EXT.
7524;ANOMALIAS CONGE.DEL CUELLO DEL UTERO,VAGINA Y GENITALES EXT.
7524;ANOMALIAS CONGE.DEL CUELLO DEL UTERO,VAGINA Y GENITALES EXT.
7524;ANOMALIAS CONGE.DEL CUELLO DEL UTERO,VAGINA Y GENITALES EXT.
7525;CRIPTORQUIDIA CONGENITA
7525;CRIPTORQUIDIA CONGENITA
7525;CRIPTORQUIDIA CONGENITA
7525;CRIPTORQUIDIA CONGENITA
7525;CRIPTORQUIDIA CONGENITA
7526;HIPOSPADIAS Y EPISPADIAS CONGENITAS
7526;HIPOSPADIAS Y EPISPADIAS CONGENITAS
7526;HIPOSPADIAS Y EPISPADIAS CONGENITAS
7526;HIPOSPADIAS Y EPISPADIAS CONGENITAS
7526;HIPOSPADIAS Y EPISPADIAS CONGENITAS
7526;HIPOSPADIAS Y EPISPADIAS CONGENITAS
7526;HIPOSPADIAS Y EPISPADIAS CONGENITAS
7526;HIPOSPADIAS Y EPISPADIAS CONGENITAS
7527;SEUDOHERMAFRODITISMO Y SEXO INDETERMINADO CONGENITO
7527;SEUDOHERMAFRODITISMO Y SEXO INDETERMINADO CONGENITO
7527;SEUDOHERMAFRODITISMO Y SEXO INDETERMINADO CONGENITO
7527;SEUDOHERMAFRODITISMO Y SEXO INDETERMINADO CONGENITO
7527;SEUDOHERMAFRODITISMO Y SEXO INDETERMINADO CONGENITO
7527;SEUDOHERMAFRODITISMO Y SEXO INDETERMINADO CONGENITO
7528;OTRAS ANOMALIAS CONGE. ESPECIFICADAS DE LOS ORGANOS GENITALES
7528;OTRAS ANOMALIAS CONGE. ESPECIFICADAS DE LOS ORGANOS GENITALES
7528;OTRAS ANOMALIAS CONGE. ESPECIFICADAS DE LOS ORGANOS GENITALES
7528;OTRAS ANOMALIAS CONGE. ESPECIFICADAS DE LOS ORGANOS GENITALES
7528;OTRAS ANOMALIAS CONGE. ESPECIFICADAS DE LOS ORGANOS GENITALES
7528;OTRAS ANOMALIAS CONGE. ESPECIFICADAS DE LOS ORGANOS GENITALES
7528;OTRAS ANOMALIAS CONGE. ESPECIFICADAS DE LOS ORGANOS GENITALES
7528;OTRAS ANOMALIAS CONGE. ESPECIFICADAS DE LOS ORGANOS GENITALES
7528;OTRAS ANOMALIAS CONGE. ESPECIFICADAS DE LOS ORGANOS GENITALES
7528;OTRAS ANOMALIAS CONGE. ESPECIFICADAS DE LOS ORGANOS GENITALES
7528;OTRAS ANOMALIAS CONGE. ESPECIFICADAS DE LOS ORGANOS GENITALES
7528;OTRAS ANOMALIAS CONGE. ESPECIFICADAS DE LOS ORGANOS GENITALES
7529;ANOMALIA CONGE. NO ESPECIFICADA DE LOS ORGANOS GENITALES
7529;ANOMALIA CONGE. NO ESPECIFICADA DE LOS ORGANOS GENITALES
7529;ANOMALIA CONGE. NO ESPECIFICADA DE LOS ORGANOS GENITALES
7529;ANOMALIA CONGE. NO ESPECIFICADA DE LOS ORGANOS GENITALES
7529;ANOMALIA CONGE. NO ESPECIFICADA DE LOS ORGANOS GENITALES
7529;ANOMALIA CONGE. NO ESPECIFICADA DE LOS ORGANOS GENITALES
7529;ANOMALIA CONGE. NO ESPECIFICADA DE LOS ORGANOS GENITALES
7530;AGENESIA Y DISGENESIA RENALES CONGENITAS
7530;AGENESIA Y DISGENESIA RENALES CONGENITAS
7530;AGENESIA Y DISGENESIA RENALES CONGENITAS
7530;AGENESIA Y DISGENESIA RENALES CONGENITAS
7530;AGENESIA Y DISGENESIA RENALES CONGENITAS
7530;AGENESIA Y DISGENESIA RENALES CONGENITAS
7530;AGENESIA Y DISGENESIA RENALES CONGENITAS
7531;ENFERMEDAD QUISTICA DEL RIÑON CONGENITA
7531;ENFERMEDAD QUISTICA DEL RIÑON CONGENITA
7531;ENFERMEDAD QUISTICA DEL RIÑON CONGENITA
7531;ENFERMEDAD QUISTICA DEL RIÑON CONGENITA
7531;ENFERMEDAD QUISTICA DEL RIÑON CONGENITA
7531;ENFERMEDAD QUISTICA DEL RIÑON CONGENITA
7531;ENFERMEDAD QUISTICA DEL RIÑON CONGENITA
7531;ENFERMEDAD QUISTICA DEL RIÑON CONGENITA
7532;ANOMALIAS CONGE. OBSTRUCTIVAS DE LA PELVIS RENAL Y DEL URETER
7532;ANOMALIAS CONGE. OBSTRUCTIVAS DE LA PELVIS RENAL Y DEL URETER
7532;ANOMALIAS CONGE. OBSTRUCTIVAS DE LA PELVIS RENAL Y DEL URETER
7532;ANOMALIAS CONGE. OBSTRUCTIVAS DE LA PELVIS RENAL Y DEL URETER
7532;ANOMALIAS CONGE. OBSTRUCTIVAS DE LA PELVIS RENAL Y DEL URETER
7532;ANOMALIAS CONGE. OBSTRUCTIVAS DE LA PELVIS RENAL Y DEL URETER
7533;OTRAS ANOMALIAS CONGE. ESPECIFICADAS DEL RIÑON
7533;OTRAS ANOMALIAS CONGE. ESPECIFICADAS DEL RIÑON
7533;OTRAS ANOMALIAS CONGE. ESPECIFICADAS DEL RIÑON
7533;OTRAS ANOMALIAS CONGE. ESPECIFICADAS DEL RIÑON
7533;OTRAS ANOMALIAS CONGE. ESPECIFICADAS DEL RIÑON
7533;OTRAS ANOMALIAS CONGE. ESPECIFICADAS DEL RIÑON
7533;OTRAS ANOMALIAS CONGE. ESPECIFICADAS DEL RIÑON
7534;OTRAS ANOMALIAS CONGE. ESPECIFICADAS DEL URETER
7534;OTRAS ANOMALIAS CONGE. ESPECIFICADAS DEL URETER
7534;OTRAS ANOMALIAS CONGE. ESPECIFICADAS DEL URETER
7534;OTRAS ANOMALIAS CONGE. ESPECIFICADAS DEL URETER
7534;OTRAS ANOMALIAS CONGE. ESPECIFICADAS DEL URETER
7535;EXTROFIA DE LA VEJIGA CONGENITA
7536;ATRESIA Y ESTENOSIS DE LA URETRA Y DEL CUELLO VEJIGA CONGE.
7536;ATRESIA Y ESTENOSIS DE LA URETRA Y DEL CUELLO VEJIGA CONGE.
7537;ANOMALIAS CONGENITAS DEL URACO
7538;OTRAS ANOMALIAS CONGE. ESPECIFICADAS DE LA VEJIGA Y DE LA URE
7538;OTRAS ANOMALIAS CONGE. ESPECIFICADAS DE LA VEJIGA Y DE LA URE
7538;OTRAS ANOMALIAS CONGE. ESPECIFICADAS DE LA VEJIGA Y DE LA URE
7538;OTRAS ANOMALIAS CONGE. ESPECIFICADAS DE LA VEJIGA Y DE LA URE
7538;OTRAS ANOMALIAS CONGE. ESPECIFICADAS DE LA VEJIGA Y DE LA URE
7539;ANOMALIA CONGE. NO ESPECIFICADA DEL APARATO URINARIO
7539;ANOMALIA CONGE. NO ESPECIFICADA DEL APARATO URINARIO
7539;ANOMALIA CONGE. NO ESPECIFICADA DEL APARATO URINARIO
7539;ANOMALIA CONGE. NO ESPECIFICADA DEL APARATO URINARIO
7539;ANOMALIA CONGE. NO ESPECIFICADA DEL APARATO URINARIO
7540;ANOMALIAS DEL CRANEO, DE LA CARA Y DE LOS MAXILARES CONGENITA
7540;ANOMALIAS DEL CRANEO, DE LA CARA Y DE LOS MAXILARES CONGENITA
7540;ANOMALIAS DEL CRANEO, DE LA CARA Y DE LOS MAXILARES CONGENITA
7540;ANOMALIAS DEL CRANEO, DE LA CARA Y DE LOS MAXILARES CONGENITA
7540;ANOMALIAS DEL CRANEO, DE LA CARA Y DE LOS MAXILARES CONGENITA
7540;ANOMALIAS DEL CRANEO, DE LA CARA Y DE LOS MAXILARES CONGENITA
7541;ANOMALIAS DEL MUSCULO ESTERNOCLEIDOMASTOIDEO CONGENITA
7542;ANOMALIAS CONGENITAS DE LA COLUMNA VERTEBRAL
7542;ANOMALIAS CONGENITAS DE LA COLUMNA VERTEBRAL
7542;ANOMALIAS CONGENITAS DE LA COLUMNA VERTEBRAL
7543;LUXACION CONGENITA DE LA CADERA
7543;LUXACION CONGENITA DE LA CADERA
7543;LUXACION CONGENITA DE LA CADERA
7543;LUXACION CONGENITA DE LA CADERA
7543;LUXACION CONGENITA DE LA CADERA
7543;LUXACION CONGENITA DE LA CADERA
7543;LUXACION CONGENITA DE LA CADERA
7543;LUXACION CONGENITA DE LA CADERA
7543;LUXACION CONGENITA DE LA CADERA
7544;GENU RECURVATUM Y CURVATURA DE LOS HUESOS LARGOS DEL M.I. CON
7544;GENU RECURVATUM Y CURVATURA DE LOS HUESOS LARGOS DEL M.I. CON
7544;GENU RECURVATUM Y CURVATURA DE LOS HUESOS LARGOS DEL M.I. CON
7544;GENU RECURVATUM Y CURVATURA DE LOS HUESOS LARGOS DEL M.I. CON
7545;PIE VARO CONGENITO
7545;PIE VARO CONGENITO
7545;PIE VARO CONGENITO
7545;PIE VARO CONGENITO
7546;PIE VALGO CONGENITO
7546;PIE VALGO CONGENITO
7546;PIE VALGO CONGENITO
7547;OTRAS ANOMALIOAS CONGENITAS DEL PIE
7547;OTRAS ANOMALIOAS CONGENITAS DEL PIE
7547;OTRAS ANOMALIOAS CONGENITAS DEL PIE
7548;OTRAS ANOMALIAS OSTEOMUSCULARES CONGENITAS ESPECIFICADAS
7548;OTRAS ANOMALIAS OSTEOMUSCULARES CONGENITAS ESPECIFICADAS
7548;OTRAS ANOMALIAS OSTEOMUSCULARES CONGENITAS ESPECIFICADAS
7548;OTRAS ANOMALIAS OSTEOMUSCULARES CONGENITAS ESPECIFICADAS
7548;OTRAS ANOMALIAS OSTEOMUSCULARES CONGENITAS ESPECIFICADAS
7548;OTRAS ANOMALIAS OSTEOMUSCULARES CONGENITAS ESPECIFICADAS
7548;OTRAS ANOMALIAS OSTEOMUSCULARES CONGENITAS ESPECIFICADAS
7550;POLIDACTILIA CONGENITA
7550;POLIDACTILIA CONGENITA
7550;POLIDACTILIA CONGENITA
7550;POLIDACTILIA CONGENITA
7551;SINDACTILIA CONGENITA
7551;SINDACTILIA CONGENITA
7551;SINDACTILIA CONGENITA
7551;SINDACTILIA CONGENITA
7551;SINDACTILIA CONGENITA
7551;SINDACTILIA CONGENITA
7552;ANOMALIAS POR REDUCCION DEL MIEMBRO SUPERIOR CONGENITA
7552;ANOMALIAS POR REDUCCION DEL MIEMBRO SUPERIOR CONGENITA
7552;ANOMALIAS POR REDUCCION DEL MIEMBRO SUPERIOR CONGENITA
7552;ANOMALIAS POR REDUCCION DEL MIEMBRO SUPERIOR CONGENITA
7552;ANOMALIAS POR REDUCCION DEL MIEMBRO SUPERIOR CONGENITA
7552;ANOMALIAS POR REDUCCION DEL MIEMBRO SUPERIOR CONGENITA
7552;ANOMALIAS POR REDUCCION DEL MIEMBRO SUPERIOR CONGENITA
7552;ANOMALIAS POR REDUCCION DEL MIEMBRO SUPERIOR CONGENITA
7553;ANOMALIAS POR REDUCCION DEL MIEMBRO INFERIOR CONGENITA
7553;ANOMALIAS POR REDUCCION DEL MIEMBRO INFERIOR CONGENITA
7553;ANOMALIAS POR REDUCCION DEL MIEMBRO INFERIOR CONGENITA
7553;ANOMALIAS POR REDUCCION DEL MIEMBRO INFERIOR CONGENITA
7553;ANOMALIAS POR REDUCCION DEL MIEMBRO INFERIOR CONGENITA
7553;ANOMALIAS POR REDUCCION DEL MIEMBRO INFERIOR CONGENITA
7553;ANOMALIAS POR REDUCCION DEL MIEMBRO INFERIOR CONGENITA
7553;ANOMALIAS POR REDUCCION DEL MIEMBRO INFERIOR CONGENITA
7553;ANOMALIAS POR REDUCCION DEL MIEMBRO INFERIOR CONGENITA
7553;ANOMALIAS POR REDUCCION DEL MIEMBRO INFERIOR CONGENITA
7553;ANOMALIAS POR REDUCCION DEL MIEMBRO INFERIOR CONGENITA
7554;ANOMALIAS POR REDUCCION DE MIEMBRO NO ESPECIFICADO CONGENITA
7554;ANOMALIAS POR REDUCCION DE MIEMBRO NO ESPECIFICADO CONGENITA
7554;ANOMALIAS POR REDUCCION DE MIEMBRO NO ESPECIFICADO CONGENITA
7555;OTRAS ANOMALIAS DEL MIEMBRO SUP INCLUSO LA CINTURA ESCAPULAR
7555;OTRAS ANOMALIAS DEL MIEMBRO SUP INCLUSO LA CINTURA ESCAPULAR
7555;OTRAS ANOMALIAS DEL MIEMBRO SUP INCLUSO LA CINTURA ESCAPULAR
7555;OTRAS ANOMALIAS DEL MIEMBRO SUP INCLUSO LA CINTURA ESCAPULAR
7555;OTRAS ANOMALIAS DEL MIEMBRO SUP INCLUSO LA CINTURA ESCAPULAR
7555;OTRAS ANOMALIAS DEL MIEMBRO SUP INCLUSO LA CINTURA ESCAPULAR
7556;OTRAS ANOMALIAS CONGE. DEL MIEMBRO INF INCLUSO LA CINTURA PEL
7556;OTRAS ANOMALIAS CONGE. DEL MIEMBRO INF INCLUSO LA CINTURA PEL
7556;OTRAS ANOMALIAS CONGE. DEL MIEMBRO INF INCLUSO LA CINTURA PEL
7556;OTRAS ANOMALIAS CONGE. DEL MIEMBRO INF INCLUSO LA CINTURA PEL
7556;OTRAS ANOMALIAS CONGE. DEL MIEMBRO INF INCLUSO LA CINTURA PEL
7556;OTRAS ANOMALIAS CONGE. DEL MIEMBRO INF INCLUSO LA CINTURA PEL
7556;OTRAS ANOMALIAS CONGE. DEL MIEMBRO INF INCLUSO LA CINTURA PEL
7556;OTRAS ANOMALIAS CONGE. DEL MIEMBRO INF INCLUSO LA CINTURA PEL
7556;OTRAS ANOMALIAS CONGE. DEL MIEMBRO INF INCLUSO LA CINTURA PEL
7556;OTRAS ANOMALIAS CONGE. DEL MIEMBRO INF INCLUSO LA CINTURA PEL
7556;OTRAS ANOMALIAS CONGE. DEL MIEMBRO INF INCLUSO LA CINTURA PEL
7556;OTRAS ANOMALIAS CONGE. DEL MIEMBRO INF INCLUSO LA CINTURA PEL
7558;OTRAS ANOMALIAS CONGE.ESPECIFICADAS DE MIEMBRO NO ESPECIFICA
7558;OTRAS ANOMALIAS CONGE.ESPECIFICADAS DE MIEMBRO NO ESPECIFICA
7558;OTRAS ANOMALIAS CONGE.ESPECIFICADAS DE MIEMBRO NO ESPECIFICA
7559;ANOMALIA CONGE. NO ESPECIFICADA DE MIEMBRO NO ESPECIFICADO
7559;ANOMALIA CONGE. NO ESPECIFICADA DE MIEMBRO NO ESPECIFICADO
7560;ANOMALIAS OSEAS DEL CRANEO Y DE LA CARA CONGENITAS
7560;ANOMALIAS OSEAS DEL CRANEO Y DE LA CARA CONGENITAS
7560;ANOMALIAS OSEAS DEL CRANEO Y DE LA CARA CONGENITAS
7560;ANOMALIAS OSEAS DEL CRANEO Y DE LA CARA CONGENITAS
7560;ANOMALIAS OSEAS DEL CRANEO Y DE LA CARA CONGENITAS
7560;ANOMALIAS OSEAS DEL CRANEO Y DE LA CARA CONGENITAS
7560;ANOMALIAS OSEAS DEL CRANEO Y DE LA CARA CONGENITAS
7560;ANOMALIAS OSEAS DEL CRANEO Y DE LA CARA CONGENITAS
7560;ANOMALIAS OSEAS DEL CRANEO Y DE LA CARA CONGENITAS
7561;ANOMALIAS DE LA COLUMNA VERTEBRAL CONGENITAS
7561;ANOMALIAS DE LA COLUMNA VERTEBRAL CONGENITAS
7561;ANOMALIAS DE LA COLUMNA VERTEBRAL CONGENITAS
7561;ANOMALIAS DE LA COLUMNA VERTEBRAL CONGENITAS
7561;ANOMALIAS DE LA COLUMNA VERTEBRAL CONGENITAS
7561;ANOMALIAS DE LA COLUMNA VERTEBRAL CONGENITAS
7561;ANOMALIAS DE LA COLUMNA VERTEBRAL CONGENITAS
7562;ANOMALIA COSTILLA CERVICALC CONGENITA
7563;OTRAS ANOMALIAS DE LAS COSTILLAS Y DEL ESTERNON CONGENITA
7563;OTRAS ANOMALIAS DE LAS COSTILLAS Y DEL ESTERNON CONGENITA
7563;OTRAS ANOMALIAS DE LAS COSTILLAS Y DEL ESTERNON CONGENITA
7563;OTRAS ANOMALIAS DE LAS COSTILLAS Y DEL ESTERNON CONGENITA
7563;OTRAS ANOMALIAS DE LAS COSTILLAS Y DEL ESTERNON CONGENITA
7564;CONDRODISTROFIA CONGENITA
7564;CONDRODISTROFIA CONGENITA
7564;CONDRODISTROFIA CONGENITA
7564;CONDRODISTROFIA CONGENITA
7564;CONDRODISTROFIA CONGENITA
7564;CONDRODISTROFIA CONGENITA
7564;CONDRODISTROFIA CONGENITA
7564;CONDRODISTROFIA CONGENITA
7564;CONDRODISTROFIA CONGENITA
7564;CONDRODISTROFIA CONGENITA
7565;OSTEODISTROFIAS CONGENITA
7565;OSTEODISTROFIAS CONGENITA
7565;OSTEODISTROFIAS CONGENITA
7565;OSTEODISTROFIAS CONGENITA
7565;OSTEODISTROFIAS CONGENITA
7565;OSTEODISTROFIAS CONGENITA
7565;OSTEODISTROFIAS CONGENITA
7565;OSTEODISTROFIAS CONGENITA
7565;OSTEODISTROFIAS CONGENITA
7565;OSTEODISTROFIAS CONGENITA
7565;OSTEODISTROFIAS CONGENITA
7565;OSTEODISTROFIAS CONGENITA
7565;OSTEODISTROFIAS CONGENITA
7566;ANOMALIAS DEL DIAFRAGMA CONGENITA
7566;ANOMALIAS DEL DIAFRAGMA CONGENITA
7567;ANOMALIAS DE LA PARED ABDOMINAL CONGENITA
7567;ANOMALIAS DE LA PARED ABDOMINAL CONGENITA
7567;ANOMALIAS DE LA PARED ABDOMINAL CONGENITA
7567;ANOMALIAS DE LA PARED ABDOMINAL CONGENITA
7567;ANOMALIAS DE LA PARED ABDOMINAL CONGENITA
7568;OTRAS ANOMALIAS CONGE. ESPECIFICADAS DE MUSCULO,TENDON,APONEU
7568;OTRAS ANOMALIAS CONGE. ESPECIFICADAS DE MUSCULO,TENDON,APONEU
7568;OTRAS ANOMALIAS CONGE. ESPECIFICADAS DE MUSCULO,TENDON,APONEU
